name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Paradise in the City 2025,https://www.musicfestivalwizard.com/festivals/paradise-in-the-city-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/250321_Paradise_8_Lineup_R16_4_5-scaled.jpg,2025-08-02,2025-08-02,"Jamie Jones is bringing his world-renowned Paradise brand to the city as a full-scale, four-stage festival. Jamie Jones Presents Paradise in the City takes over Boston Manor Park for one epic day, featuring the best in electronic music, all curated by Jamie himself. Expect an incredible lineup, state-of-the-art production, and that unmistakable Paradise energy. ",,Boston Manor Park,London,United Kingdom,10,UK
Pol’And’Rock 2025,https://www.musicfestivalwizard.com/festivals/polandrock-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/12/PolandRock_Logo.png,2025-07-31,2025-08-02,"The festival formerly known as Przystanek Woodstock has transformed once again into Pol'and'Rock! One of the largest free music festivals in the world, this Polish institution has been rocking out for twenty-five years. It's one of the most unique events on the European fest calendar and well worth the trip. ",,Czaplinek Lotnisko Broczyno,Czaplinek, Poland,10,
Porispere 2025,https://www.musicfestivalwizard.com/festivals/porispere-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Porispere-2025-Lineup-Poster.jpg,2025-08-01,2025-08-02,Porispere offers a wide selection of Finnish and international artists from heavy rock to a softer pop music. The artists are a fun mixture of beloved Finnish and international artists including current indie artists.,,Kirjurinluoto Arena,Pori, Finland,10,
Rock the Rind 2025,https://www.musicfestivalwizard.com/festivals/rock-the-rind-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Rock-the-Rind-Logo.jpg,2025-07-31,2025-08-02,"'Nestled in the hills of Southern Indiana, the town of Brownstown comes alive to celebrate the illustrious Jackson County Watermelon with some of the hottest artists in country music.'",,Heritage Park,Brownstown,Indiana,10,IN
Summer Rendezvous Beerfest 2025,https://www.musicfestivalwizard.com/festivals/summer-rendezvous-beerfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Rendevous-Brewfest-Featured-Image.png,2025-08-02,2025-08-02,"At Memorial Park breweries from across Montana return to Helena for the Summer Rendezvous, featuring only Montana-made craft beer and live music.",,Memorial Park,Helena,Montana,10,MT
Summer Sound Latvia 2025,https://www.musicfestivalwizard.com/festivals/summer-sound-latvia-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Summer-Sound-Hero.jpg,2025-08-01,2025-08-02,"The Summer Sound Festival, which took place for the 10th time in 2022, has become the largest festival in Latvia and one of the most important summer outdoor events in the Baltics. Offering a rich program of music and entertainment, it gathered 40 thousand visitors last year.",,Zvejnieku Aleja,Liepaja, Latvia,11,
Szene Openair 2025,https://www.musicfestivalwizard.com/festivals/szene-openair-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Szene-2025-Lineup-Poster.jpg,2025-07-31,2025-08-02,"Szene Openair is a vibrant music festival held at Alter Rhein in Lustenau, Austria. It features diverse artists across genres, delivering energetic performances in a stunning natural setting.",,Festivalgelände Alter Rhein,Lustenau, Austria,11,
Tension Festival 2025,https://www.musicfestivalwizard.com/festivals/tension-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/02/Tension-Festival-Hero.jpg,2025-07-31,2025-08-02,"Tension is a 3-day electronic music festival held in Basel, Switzerland. ",,Sankt Jakobs-Strasse ,Basel, Switzerland,11,
Terp Float Fest 2025,https://www.musicfestivalwizard.com/festivals/terp-float-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Terp-Float-Festival-2025-Lineup-Poster.jpg,2025-07-31,2025-08-02,"Terp Float Fest is set to be a vibrant celebration of music, community, and cannabis culture on the scenic banks of the Illinois River in Tahlequah, Oklahoma. ",,Sparrowhawk Camp,Tahlequah,Oklahoma,11,OK
Wacken 2025,https://www.musicfestivalwizard.com/festivals/wacken-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/02/WackenOpenAirLogo.jpg,2025-07-30,2025-08-02,"It's been dubbed The Mecca of Heavy Metal Culture. For three days in August, the population of the tiny town of Wacken swells from 2,000 to 75,000 for this annual gathering of German metalheads. This monster of a festival started off small in 1990 as a showcase for local bands, but has become a juggernaut of the metal festival scene. ",,Wacken,Wacken, Germany,11,
Weekend Festival Finland 2025,https://www.musicfestivalwizard.com/festivals/weekend-festival-finland-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/04/Weekend_Festival_Logo.jpg,2025-08-01,2025-08-02,"Started back in 2012, this one of the wildest electronic parties Northern Europe. 40000 festies shop up to dance to  EDM, house, techno, and even some pop. This year, Weekend moves to its new home at at Suvilahti, a former energy production area in Helsinki.",,Suvilahti,Helsinki, Finland,11,
Wildlands Festival Big Sky 2025,https://www.musicfestivalwizard.com/festivals/wildlands-festival-big-sky-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Wildlands-Festival-Hero.jpg,2025-08-01,2025-08-02,"Wildlands Festival takes place at the Big Sky Events Arena in Big Sky, Montana with the iconic Lone Peak as the backdrop. The two-evening line-up will celebrate the wildlands and incredible spaces that surround us through music and personal connection.",,Big Sky Events Arena ,Big Sky,Montana,11,MT
Xtreme Fest 2025,https://www.musicfestivalwizard.com/festivals/xtreme-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/12/Vito-Valentinetti-Electric-Fields-2018-1.jpg,2025-07-31,2025-08-02,It's punk rock with your Xtreme family in France. This three-day festival brings the punk to Europe. ,,Cap'Découverte,Tarn, France,11,
All Together Now Festival 2025,https://www.musicfestivalwizard.com/festivals/all-together-now-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/02/All_Together_Now_Logo.jpg,2025-07-31,2025-08-03,"In a lush setting steeped in beauty, drama and history is the second chapter of All Together Now. This August Bank Holiday festival offers a weekend of freedom and escapism through music, spoken word, comedy, theater, debate, art and workshops. ",,Curraghmore Estate,Waterford, Ireland,11,
Area 506 2025,https://www.musicfestivalwizard.com/festivals/area-506-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Area-506-Featured-Image.jpg,2025-08-01,2025-08-03,"Area 506 festival celebrates the best of New Brunswick music,Area 506, and goods. Since 2016, they've been bringing live music on the Saint John waterfront.",,Area 506,Saint John,New Brunswick,11,NB
Arenal Sound 2025,https://www.musicfestivalwizard.com/festivals/arenal-sound-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/01/Arenal_Sound_Logo.jpg,2025-07-30,2025-08-03,"Held right on the beach in the super sunny east of Spain, the open-air Arenal Sound Festival takes place in the coastal town of Borianna. Indie music in all its various forms (pop, rock, hip-hop, and electronic) plays over a whopping six days to 250,000 festies. ",,Acampada Malvarrosa Arenal Sound,Borianna, Spain,11,
Back Cove Music Festival 2025,https://www.musicfestivalwizard.com/festivals/back-cove-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Back-Cove-Festival-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,"Back Cove Music & Arts Festival is Portland, Maine’s premier outdoor music festival, featuring world class artists, local food and drink vendors, and a picturesque location at Payson Park",, Payson Park,Portland,Maine,11,ME
Bears Picnic 2025,https://www.musicfestivalwizard.com/festivals/bears-picnic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Bears-Picnic-2025-Lineup-Poster.jpg,2025-07-31,2025-08-03,This cozy camping festival in central Pennsylvania features three days of jam music during the first week of August. ,,Blain Picnic Grounds,Blain,Pennsylvania,11,PA
Big Valley Jamboree 2025,https://www.musicfestivalwizard.com/festivals/big-valley-jamboree-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/11/BVJlogo.jpg,2025-07-31,2025-08-03,"Started in 1993, The Big Valley Jamboree has become a country music institution in Camrose, Alberta. Settle in for three days of hard partying with 75,000 other country music festies -- and make sure to stay in the campgrounds where the real show is happening.  ",,Big Valley Jamboree,Camrose,Alberta,11,AB
Bluegrass and Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/bluegrass-and-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/06/Keystone-Hero.jpg,2025-08-02,2025-08-03,"Set at the base of the stunning rocky mountains in Keystone's River Run Village, get ready for some bluegrass, beer, and the beautiful blue skies of Colorado. ",,River Run at Keystone Resort,Keystone,Colorado,11,CO
Cambridge Folk Festival 2025,https://www.musicfestivalwizard.com/festivals/cambridge-folk-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/11/Cambridge_Folk_Fest_Logo1-e1352418405901.jpg,2025-07-31,2025-08-03,The Cambridge Folk Festival is one of the premier music events in Europe and one of the longest running and most famous folk festivals in the world.,,Cherry Hinton Hall,Cambridge,United Kingdom,11,UK
Cambridge Rock Festival 2025,https://www.musicfestivalwizard.com/festivals/cambridge-rock-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/09/Cambridge_Rock_Festival_Logo_001-e1441922740355.jpg,2025-07-31,2025-08-03,"'A superb Rock Festival featuring mainly Rock and Blues, with added Prog, NWBHM, great food and 70 real ales, ciders, wines and lager! Ben's Yard is adjacent to the site and offers a rural retail village on the beautifully landscaped Stuntney Estate. Boasting an all independent set of retailers, including a cafe, restaurant, butchers, a variety of shops covering fashion, homeware and lifestyle, as well as wildflower trails and a childrens adventure playground styled after Ely Cathedral! The Stuntney (Ely) venue offers great access via trains into Ely station, just 1.4 miles from the site as well as easy assess via the A14 and A10. This site is as always subject to licence, and is currently home to another long established folk festival.' ",,Harlocks Farm,Cambridge,United Kingdom,11,UK
Castlefest 2025,https://www.musicfestivalwizard.com/festivals/castlefest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/06/Castlefest-Featured-Image.jpg,2025-07-31,2025-08-03,"'Imagine yourself in a completely different world at Castlefest, the Fantasy festival of the Netherlands. A fest for young and old, where, as soon as you enter the gates, you find yourself in the Other World. Castlefest is a total experience with lots of music, fantasy writers, themed catering, medieval crafts and a large market which offers everything a fantasy fan is looking for.'",,Castle Keukenhof,Amsterdam,Newfoundland and Labrador,11,NL
Chasing Summer 2025,https://www.musicfestivalwizard.com/festivals/chasing-summer-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/03/Chasing_Summer_Logo.jpg,2025-08-02,2025-08-03,The largest outdoor EDM event in Western Canada returns to Alberta for this two-day annual electronic fest in August. Take advantage of the last days of summer to party at the Max Bell Centre in Calgary and dance from sunrise to sundown with this jam-packed lineup.   ,,Max Bell Centre,Calgary,Alberta,11,AB
Dekmantel Festival 2025,https://www.musicfestivalwizard.com/festivals/dekmantel-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/04/Dekmantel_Logo.png,2025-08-01,2025-08-03,"Dekmantel Festival returns stronger than the ever with a bold 'choose your own adventure' programming that welcomes a broad array of electronic tunes. The Amsterdam based festival takes place at the stunning Amsterdamse Bos, a massive city park oasis inside the city. ",,The Amsterdamse Bos ,Amsterdam, Netherlands,11,
Doune the Rabbit Hole 2025,https://www.musicfestivalwizard.com/festivals/doune-the-rabbit-hole-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/02/Doune_the_Rabbit_Hole_Logo.jpg,2025-08-01,2025-08-03,"'Doune the Rabbit Hole is an intimate, independent music & arts festival located amidst the glorious ancient oak trees of the Cardross Estate, near (Scotland’s ONLY) Lake of Menteith, in Stirlingshire. Started in 2010, at a site near the town of Doune (hence the name!) they have been celebrating the very best of Scotland’s independent/DIY arts scene alongside amazing international guests.'",,Cardross Estate,Stirlingshire, Scotland,12,
Faine Misto 2025,https://www.musicfestivalwizard.com/festivals/faine-misto-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Faine-Misto-Featured-Image.jpg,2025-08-01,2025-08-03,Faine Misto is an open-air music festival that has been held annually since 2013. ,,"!FESTrepublic, Lviv city",Lviv, Ukraine,12,
Family Piknik 2025,https://www.musicfestivalwizard.com/festivals/family-piknik-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Vito-Valentinetti-Family-Piknik-2023-0763.jpg,2025-08-01,2025-08-03,"Bring the kids and your open attitude to the Family Piknik in the south of France. Held near Montpellier, this electronic festival aims to include all ages into the world of underground electronic music.",,Espace Lucien Jean,Frontignan, France,12,
Hard Summer 2025,https://www.musicfestivalwizard.com/festivals/hard-summer-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/04/Hard_Summer_Logo1.png,2025-08-02,2025-08-03,Hard Summer takes place in Inglewood's Hollywood Park. This 2-day festival has been exploding with electronic music since its debut in 2008 and has become a staple of the Southern California electronic festival scene.,,Hollywood Park,Los Angeles,California,12,CA
Hinterland Music Festival 2025,https://www.musicfestivalwizard.com/festivals/hinterland-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Hinterland_Logo.jpg,2025-08-01,2025-08-03,"A four-day music festival in the Iowa countryside, Hinterland Music Festival has already hosted a number of world class acts, including Kacey Musgraves, Willie Nelson, Brandi Carlile, Sturgill Simpson, Hozier, Maggie Rogers, TV on the Radio, Dwight Yoakam, and Tyler Childers.  ",,Avenue of the Saints Amphitheater,Des Moines,Iowa,12,IA
Kaslo Jazz Festival 2025,https://www.musicfestivalwizard.com/festivals/kaslo-jazz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Kaslo-Jazz-Fest-2025-Lineup-Poster.jpg,2025-08-01,2025-08-03,"Kaslo Jazz Etc. Festival is an intimate and laid-back world-class music festival that has been hosting big names and newly discovered ones since 1992. The festival will showcase an array of blues, jazz, latin, folk, world music and much more.  There is a unique floating stage that transforms Kaslo Bay Park into a natural green amphitheater.",,Kaslo Bay Park,Kaslo,British Columbia,12,BC
Kendal Calling 2025,https://www.musicfestivalwizard.com/festivals/kendal-calling-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/03/Kendal_Calling_Logo.jpg,2025-07-31,2025-08-03,"Set in the picturesque Lake District and featuring a giant lineup including huge headliners, Kendal Calling is a true fan favorite of the UK summertime. Move quick, this amazing weekend of music, art, comedy, food, and drink sells out every year. ",,Lowther Deer Park,Cumbria,United Kingdom,12,UK
Lollapalooza Chicago 2025,https://www.musicfestivalwizard.com/festivals/lollapalooza-chicago-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Lollapalooza_Logo.jpg,2025-07-31,2025-08-03,"It’s loud. It’s messy. It’s Lollapalooza. You got to hand it to Perry Farrell, the bizarre and quirky visionary who reinvented the American music festival with Lollapalooza, first taking it on the road in the last century and then putting down stakes in Chicago. Despite a firm homebase in the Windy City, Lolla hasn’t forgotten its traveling roots with editions in South America and Europe. ",,Grant Park,Chicago,Illinois,12,IL
MADE Festival 2025,https://www.musicfestivalwizard.com/festivals/made-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/03/Made_Festival_Logo.jpg,2025-08-02,2025-08-03,"MADE Festival is held in the UK and features D&B, house, grime and garage. The urban dance and music festival is held at Perry Park in Birmingham. ",,The Digbeth Triangle,Birmingham,United Kingdom,12,UK
Mammoth Bluesapalooza 2025,https://www.musicfestivalwizard.com/festivals/mammoth-bluesapalooza-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2021/11/Mammoth-Brews-and-Bluesapalooza-1.png,2025-07-31,2025-08-03,Picture this - you are outdoors among the pines in Mammoth Lakes for four days of incredible music and the 80+ craft breweries. This is Mammoth Lakes’ biggest event and the best party of the summer. ,,Mammoth Lakes,Mammoth Lakes,California,12,CA
Membrain Festival 2025,https://www.musicfestivalwizard.com/festivals/membrain-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Membrain_Logo.png,2025-07-31,2025-08-03,Europe's heartiest and newest underground bass culture festival takes place on the beautiful shores of the Dalmatian Coast. Relive the vibe of old school raves at this four-day festival. ,,Minerska Beach,Šibenik, Croatia,12,
Mile of Music 2025,https://www.musicfestivalwizard.com/festivals/mile-of-music-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2021/04/Mile-of-Music-Editorial.jpg,2025-07-31,2025-08-03,"What happens when you combine a vibrant, one-mile stretch of Downtown Appleton, Wisconsin, with 200 up-and-coming artists performing live, FREE 100% original music over four days? You get to experience an unforgettable music-filled weekend with over 900 incredible shows!",,Various Venues,Appleton,Wisconsin,12,WI
Nature One 2025,https://www.musicfestivalwizard.com/festivals/nature-one-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/02/Nature_One_Logo.jpg,2025-07-31,2025-08-03,"For their 25th anniversary, Nature One in Germany is going even bigger than ever with 350 DJs and live acts on over 20 stages. Their 100 hectare campsite promises to be just as insane. Massive stage production, the best talent in the world, German sized campgrounds -- what more do you want out of your summer? ",,Pydna Missile Base,Kastellaun, Germany,12,
Newport Jazz Festival 2025,https://www.musicfestivalwizard.com/festivals/newport-jazz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/07/Newport_Jazz_Festival_2017_Logo.jpg,2025-08-01,2025-08-03,"Breaking ground since the mid-1950s, the Newport Jazz Festival has a storied history rivaling that of any other American festival hosting artists like Herbie Hancock, Led Zeppelin, Frank Sinatra, Muddy Waters, The Allman Brothers, and Miles Davis.  Its current incarnation is three full days of jazz on four unique stages on the grounds at Fort Adams State Park in Rhode Island. ",,Fort Adams State Park,Newport,Rhode Island,12,RI
Nomade Reggae Festival 2025,https://www.musicfestivalwizard.com/festivals/nomade-reggae-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Nomade-Reggae-Festival-2025-Lineup-Poster.jpg,2025-07-31,2025-08-03,"Between lakes and mountains surrounded by nature in Anglefort, the vibe at Nomade Reggae Festival is the definition of chill. ",,Plan d’eau de Mansin,Anglefort, France,12,
Notodden Blues Festival 2025,https://www.musicfestivalwizard.com/festivals/notodden-blues-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Notodden-2025.jpg,2025-07-31,2025-08-03,Experience the power of blues at one of Europe's largest blues festivals! Enjoy top artists and workshops from Norway's largest blues festival.  ,,Various Venues,Notodden, Norway,12,
OFF Festival 2025,https://www.musicfestivalwizard.com/festivals/off-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/12/OFF_Festival_Logo.jpg,2025-08-01,2025-08-03,"Still unspoiled by hordes of backpackers, Poland is a treat for travelers. And nothing makes that treat sweeter than the similarly unspoiled OFF Festival in Katowice which after ten years still keeps its lineup fresh and surprising. ",,Dolina Trzech Stawów,Katowice, Poland,12,
Ohrid Calling 2025,https://www.musicfestivalwizard.com/festivals/ohrid-calling-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/06/Ohrid-Calling-Hero.jpg,2025-07-31,2025-08-03,"Ohrid, the home of the most beautiful lake in the Balkans, is now home to a beautiful lineup of electronic artists at Ohrid Calling. ",,Kasarna,Ohrid, Macedonia,12,
Oregon Jamboree 2025,https://www.musicfestivalwizard.com/festivals/oregon-jamboree-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2013/04/Oregon_Jamboree_Logo.jpg,2025-08-01,2025-08-03,"Combining summertime fun and country music, Oregon Jamboree is a premier three-day camping festival in the pacific northwest. With 2 stages and over 25 acts, it presents an entertaining weekend for local festival attendees. Produced by the nonprofit Sweet Home Economic Development Group, the proceeds from the festival benefit local economic development and projects in Linn County of Oregon. ",,Sankey Park,Sweet Home,Oregon,12,OR
Osheaga 2025,https://www.musicfestivalwizard.com/festivals/osheaga-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/08/Osheaga_Logo.jpg,2025-08-01,2025-08-03,Osheaga started as a vision to bring a giant European style festival to Canada. It’s safe to say they've succeeded. Osheaga consistently brings a world-class lineup to the shores of Ile Sainte-Helene during the height of summer. It’s become so popular that organizers have added a second weekend of just metal (Heavy Montreal) and a third weekend of EDM (IleSoniq).,,Parc Jean-Drapeau,Montreal,Quebec,12,QC
Peloponnese Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/peloponnese-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/04/Peloponnese-Beer-Festival-FI.png,2025-08-01,2025-08-03,"The Peloponnese Beer Festival is a unique festival in Greece that celebrates the creativity and quality of the Greek craft beer industry. In addition to craft beer, the festival also offers delicious street food, including Greek and European flavors and live music on stage all three days!",,West Coast Park,Kalamata, Greece,13,
Pentaport Rock Festival 2025,https://www.musicfestivalwizard.com/festivals/pentaport-rock-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/05/Pentaport-Rock-2025-Lineup-Poster.jpg,2025-08-01,2025-08-03,"The Incheon Pentaport Rock Festival is a major annual music event in South Korea, celebrated for its vibrant mix of rock and electronic music. Held over three days at Songdo Moonlight Festival Park, the festival attracts both local and international acts. ",,Songdo Moonlight Festival Park,Incheon, South Korea,13,
Pickathon 2025,https://www.musicfestivalwizard.com/festivals/pickathon-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/06/Pickathon_Logo.jpg,2025-07-31,2025-08-03,"Just east of Portland, the magical Pickathon springs up on a rambling farm. Stages that double as art installations not only host bluegrass, but roots and indie artists too. The festival is proudly sustainable, becoming became the first large outdoor music festival in the US to eliminate single-use plates, cups and utensils. ",,Pendarvis Farm,Happy Valley,Oregon,13,OR
Pigeon Lake Music Festival 2025,https://www.musicfestivalwizard.com/festivals/pigeon-lake-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Pigeon-Lake-Fest-Logo.jpg,2025-08-01,2025-08-03,"The Pigeon Lake Music Festival is a family-friendly event filled with incredible musical performances, outstanding entertainment, fantastic food and drink, and amazing people - all in an unforgettable outdoor setting",,Hilah Ayers RV Park,Mulhurst Bay,Alberta,13,AB
Pride On The Park 2025,https://www.musicfestivalwizard.com/festivals/pride-on-the-park-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Pride-In-the-Park-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,"Pride in the Park is all about joy, solidarity, and friendship, ensuring that everyone can be their authentic selves without fear or judgment. Expect over 150 LGBTQ artists & collectives across multiple stages across the park! Whether you’re a member of the LGBTQ+ community or an ally standing in solidarity, we stand firmly against homophobia, transphobia, and all forms of discrimination.",,Preston Park,Brighton,United Kingdom,13,UK
Reggae Land Festival 2025,https://www.musicfestivalwizard.com/festivals/reggae-land-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Reggae-Land-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,Reggae Land heads to The Milton Keynes National Bowl in August for a massive celebration of reggae music and Caribbean culture.,,Milton Keynes National Bowl,Milton Keynes,United Kingdom,13,UK
Reggae on the River 2025,https://www.musicfestivalwizard.com/festivals/reggae-on-the-river-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/04/Reggae-on-the-River-Featured-Image.png,2025-08-01,2025-08-03,It's reggae! On a river! Spend the weekend camping and chilling in northern California at this laid-back festival. ,,County Line Ranch,Garberville,California,13,CA
Rhythms on the Rio 2025,https://www.musicfestivalwizard.com/festivals/rhythms-on-the-rio-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Rhythms-on-the-Rio-2025-Featured-Image.jpg,2025-07-31,2025-08-03,Rhythms on the Rio is a benefit music festival hosted by the South Fork Music Association. The South Fork Music Association is a non-profit entity that uses its funds for staging live music concerts for the entire family and promoting music education for children in the community.,,Del Norte,Del Norte,Colorado,13,CO
Rockin the Fields 2025,https://www.musicfestivalwizard.com/festivals/rockin-the-fields-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Rockin-The-Fields-of-Minnedosa-2025-Lineup-Poster.jpg,2025-08-01,2025-08-03,,,The Fields of Minnedosa,Minnedosa, Manitoba,13,
Rockstadt Extreme Fest 2025,https://www.musicfestivalwizard.com/festivals/rockstadt-extreme-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/09/Rockstadt-Extreme-Fest.jpg,2025-07-30,2025-08-03,Romania's most metal festival meets the stunning scenery of Transylvania for this epic five-day camping celebration. ,,Râșnov Citadel,Râșnov, Romania,13,
Salmonfest 2025,https://www.musicfestivalwizard.com/festivals/salmonfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/05/Salmonfest-Hero.jpg,2025-08-01,2025-08-03,"Every year thousands of people turn the Kenai Peninsula village of Ninilchik into a city as families and friends fill the region with encampments full of music, food, fish and love.",,Kenai Peninsula State Fairgrounds,Ninilchik,Alaska,13,AK
Solar Weekend 2025,https://www.musicfestivalwizard.com/festivals/solar-weekend-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/03/Solar_Weekend_Logo.png,2025-07-31,2025-08-03,"Solar Weekend began life as a progressive initiative but has since evolved into a creative multi-day festival with an inspiring lineup of artists. The festival is filled with all sorts of adventures including massive water gun battles, fairground rides, and merry-go-rounds. Each year has a theme that ties all the fun-stuff together along with a dizzying array of musical zones to fit your mood.   ",,Roermond Maasplassen,Roermond, Netherlands,13,
Sound Haven 2025,https://www.musicfestivalwizard.com/festivals/sound-haven-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/07/Sound-Haven-Featured-Image.jpg,2025-07-31,2025-08-03,"Bringing together a massive lineup of bass acts & visionary artists, Sound Haven is guaranteed to be an otherworldly, transformational experience.",,Jaceland,Whitwell,Tennessee,13,TN
Sunfest Country Festival 2025,https://www.musicfestivalwizard.com/festivals/sunfest-country-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Sunfest-Logo.webp,2025-07-31,2025-08-03,"If you're into country music, beautiful scenery, and camping, get ready for Sunfest Country Music Festival in British Columbia. ",,Laketown Ranch,Lake Cowichan,British Columbia,13,BC
Sunny Hill Festival 2025,https://www.musicfestivalwizard.com/festivals/sunny-hill-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/08/Vito-Valentinetti-Sunny-Hill-2022-17.jpg,2025-08-01,2025-08-03,Sunny Hill Festival is the biggest event of contemporary music in Kosovo! The hip-hop/pop/electronic festival takes place over four days in Prishtina's Germia Park. ,,Gërmia Park,Prishtina, Kosovo,13,
SunSka Festival 2025,https://www.musicfestivalwizard.com/festivals/sunska-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Reggae_Sun_Ska_Festival_Logo.jpg,2025-08-01,2025-08-03,"Picture it! A week-end with your family, your friends, or even with your children where you can pitch your tent in the heart of the vineyard, on the edge of pine forests and just a few kilometers away from the ocean. You will relax in a beautiful protected oak grove, party in a friendly atmosphere, and then finally enjoy concerts under starry nights. What could be better?",,Sun Ska Village,Vertheuil, France,13,
Sweet Pea Festival 2025,https://www.musicfestivalwizard.com/festivals/sweet-pea-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Sweet-Pea-Hero.png,2025-08-01,2025-08-03,"The Sweet Pea Festival is a three-day festival of the arts held in Bozeman, Montana. The fun in Lindley Park starts Friday afternoon continues all weekend with a parade, flower show, and lots of family-friendly activities. ",,Lindley Park,Bozeman,Montana,13,MT
Sylak Open Air 2025,https://www.musicfestivalwizard.com/festivals/sylak-open-air-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/12/Sylak.jpg,2025-08-01,2025-08-03,This French metal festival features camping and swimming just outside of Lyon.,,Stade Regis Perrin,Saint-Maurice-de-Gourdans, France,13,
Valley Fest 2025,https://www.musicfestivalwizard.com/festivals/valley-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Valley-Fest-Hero.jpg,2025-07-31,2025-08-03,"Valley Fest is a tasting music festival in the South West. The weekend is perfect for first-time festival goers as well as families of all ages. The fest takes place alongside the Chew Valley Lake with the rolling Mendip hills in the background. Showcasing Bristol’s live music scene as well as local food, there is something for everyone.",,Chew Valley Lake,Chew Magna,United Kingdom,13,UK
